name,itad_id,is_free,has_discount,discount_pct,current_price,regular_price,best_shop,history_low_all,history_low_y1,history_low_m3
The Crown of Leaves,018d937f-0e84-7128-9fba-245014d1dbcb,False,False,0.0,4.99,4.99,Fanatical,1.0,2.99,4.99
VAIL VR,018d962b-c8b7-73c7-9003-9e5f7e5defad,,,,,,,,,
The LEGO Movie - Videogame,018d937f-15d2-723c-bc23-2a1a1de4c6f6,False,True,83.0,3.3,19.99,GameBillet,1.66,3.08,3.15
The Jackbox Party Pack 4,018d937f-1938-73c6-bf62-3b9bcc81965c,False,True,45.0,13.74,24.99,Humble Store,4.99,11.24,11.24
Killing Floor: Incursion,018d937f-1051-7137-9655-b7d6cb79a79a,False,True,85.0,2.99,19.99,Humble Store,2.99,2.99,2.99
Conan Chop Chop,018d937f-15f4-70e8-b3b5-4b06e848347e,False,True,68.0,4.79,14.99,Fanatical,2.99,3.37,3.9
Dark Deity,018d937f-4b47-7084-a978-761cc235998a,False,True,88.0,3.0,24.99,Fortuna Digital,3.0,3.0,3.0
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,018d937e-f9c5-7308-a7b8-96f24c64515b,True,,,0.0,0.0,Steam,0.39,,
Magic 2014 — Duels of the Planeswalkers,018d937f-3434-716a-8da9-357029a6e552,,,,,,,,,
Dreamfall: The Longest Journey,018d937e-f52f-70dd-93e9-5b100ea1c13d,False,True,68.0,6.39,19.99,Fanatical,2.99,4.49,4.69
The Culling Of The Cows,018d937f-133a-701d-b51e-672761938459,False,False,0.0,4.99,4.99,Steam,0.49,0.74,0.74
Door Kickers 2: Task Force North,018d937f-3e2a-7327-890d-7fcf62b1917b,False,True,30.0,17.5,25.0,Humble Store,13.47,13.47,13.47
Runestone Keeper,018d937f-2a06-73de-bd0e-016537be2366,False,True,80.0,1.99,9.99,GOG,1.99,1.99,1.99
Drunken Robot Pornography,018d937e-fd56-72ae-9e35-4b43e2ee7e27,False,False,0.0,14.99,14.99,Humble Store,2.24,3.74,14.99
Order of Battle: World War II,018d937f-0dd7-70e3-a04a-d52f56b0cfdd,False,False,0.0,0.0,0.0,Steam,4.79,5.99,5.99
American Fugitive,018d937f-040c-71b3-b2a1-033a1b35010c,False,True,83.0,3.39,19.99,Fanatical,1.0,2.97,3.17
Master of Orion,018d937f-0081-70b3-9ba5-f62bd431d19a,False,False,0.0,24.99,24.99,Steam,3.74,24.99,24.99
Five Nights at Freddy's 3,018d937f-2ecf-7080-bf93-0753531088ef,False,False,0.0,7.99,7.99,Steam,1.99,7.99,7.99
Falcon,018d937f-208b-7165-931b-d930f7d7ad10,False,False,0.0,6.99,6.99,Steam,0.78,4.49,4.49
DYNAMIC,018d937f-0812-70a1-832e-dbc0c47ee342,False,True,90.0,0.49,4.99,Steam,0.49,0.49,0.49
Headliner: NoviNews,018d937f-00f9-703f-bc2f-32a402fb9982,False,False,0.0,13.99,13.99,Steam,5.59,6.99,8.39
Pinstripe,018d937f-1009-7168-820c-dd1d8bd38ec3,False,True,90.0,1.49,14.99,Humble Store,1.0,1.19,1.49
Hue,018d937f-0e07-713d-9b82-f0cbdcf0dce8,False,True,83.0,2.54,14.99,Fanatical,0.55,2.11,2.25
Uriel's Chasm 2: את,018d937f-1b13-72d5-9dd3-0c423b48d53d,False,False,0.0,4.99,4.99,WinGameStore,0.49,3.99,4.99
Tropico Reloaded,018d937f-199d-70ff-9603-5446bf790725,False,True,77.0,1.6,6.99,Fanatical,0.98,1.45,1.45
Subzero Stealth,0191dbf7-a801-7353-9c41-b88b3a94480d,False,False,0.0,7.99,7.99,Steam,7.99,7.99,7.99
Call of Duty: WWII,018d937f-0e1e-70f5-85f9-797eb8bb0d39,False,True,67.0,19.79,59.99,Microsoft Store,10.95,19.79,19.79
Iratus: Lord of the Dead,018d937f-326d-7328-a210-6fc7e6458e76,False,True,92.0,2.36,29.99,GameBillet,1.87,1.89,1.99
Megaton Rainfall,018d937f-2d8f-7393-a281-1f1b1c5dc767,False,False,0.0,15.99,15.99,GreenManGaming,5.59,5.91,5.91
A Perfect Day,018d937f-5d91-70ca-ac34-dea05db37535,False,False,0.0,19.99,19.99,Steam,8.99,8.99,8.99
Ticket to Ride: Classic Edition,018d937f-7603-70ad-b24a-9ab582d19e65,,,,,,,,,
UnEpic,018d937f-2eb8-73e1-8129-d99b2e48b63f,False,False,0.0,9.99,9.99,GOG,1.49,1.99,1.99
Westerado: Double Barreled,018d937f-27d1-7286-8a94-8fa2931b8826,False,False,0.0,14.99,14.99,Steam,2.99,14.99,14.99
Back to the Future: The Game,018d937e-ff69-7216-bbf6-b00059399140,,,,,,,,,
Eastward,018d937f-20f2-7248-ae6f-f2e868cfec6a,False,False,0.0,24.99,24.99,Epic Game Store,12.49,12.49,12.49
Maurice: In The Predator's Nest,018d937f-6789-709a-8e28-ff55b2bfdb16,True,,,0.0,0.0,Steam,,,
挂机神话,018d937f-5cd3-72d3-8b7a-ad7e9a019af7,False,False,0.0,1.99,1.99,Steam,1.33,1.33,1.33
Wurm Online,018d937f-3fb8-72d5-93f2-18cde19a206b,True,,,0.0,0.0,Steam,,,
As Dusk Falls,018d937f-6136-71e4-a7d4-088a2bfa5ba4,False,False,0.0,29.99,29.99,GreenManGaming,7.49,7.49,7.49
DarkEnd,018d937f-2871-7020-b2a0-d7ce2ada4b74,False,False,0.0,1.99,1.99,Fanatical,0.66,1.99,1.99
Cubic Castles,018d937f-261c-7359-8cb1-16c7db970061,True,,,0.0,0.0,Steam,,,
Gloria Victis: Medieval MMORPG,018d957e-6e04-71a2-84d8-d1227ae9ad28,,,,,,,,,
Polarity,018d937f-1d13-7347-9ba1-3f006ba19e89,False,False,0.0,12.99,12.99,Steam,0.19,12.99,12.99
BRINK,018d937f-3453-7011-adce-fe87532e729c,True,,,0.0,0.0,Steam,1.99,,
Midnight Ghost Hunt,018d937f-32a4-71ef-a284-c25c5f644ad9,False,True,75.0,4.99,19.99,Humble Store,4.99,4.99,4.99
Airport CEO,018d937f-2d1f-72e5-811b-8af32a710a5d,False,True,75.0,6.25,24.99,GOG,6.24,6.24,6.24
ENDLESS Dungeon - Definitive Edition,01977ee1-4a68-7329-a9c5-83f80bd1341b,False,True,70.0,4.49,14.99,Humble Store,4.49,4.49,4.49
DISTRAINT 2,018d937e-f09c-7398-9696-6afd31983457,False,True,91.0,0.8,8.99,Steam,0.53,0.79,0.79
Star Swarm Stress Test,018d937f-2d62-71fe-abb5-d60bc8c3465e,True,,,0.0,0.0,Steam,,,
HELLION,018d937f-197e-7086-8bee-d276455566dc,,,,,,,,,
Blocky Dungeon,018d937f-35b1-72f6-a908-7777d8446662,False,False,0.0,9.99,9.99,Steam,4.89,4.89,4.89
Kentucky Route Zero: PC Edition,018d937f-3dd5-7170-9337-0e8026f20e72,False,False,0.0,24.99,24.99,Humble Store,7.49,9.99,9.99
Bloodstained: Curse of the Moon 2,018d937f-43d6-7082-9907-0d760aa6bd1b,False,False,0.0,14.99,14.99,Steam,5.24,5.24,5.24
The Dark Side Of Mars,018d937f-6984-728d-993c-0cca4420ccc4,False,False,0.0,0.99,0.99,Steam,0.99,0.99,0.99
Trepang2,018d937f-39a4-73cf-aae1-5556a2854277,False,True,71.0,8.67,29.99,GreenManGaming,8.36,8.36,8.61
RollerCoaster Tycoon Classic,018d937f-3575-71fd-b2fd-24a49c9604cc,False,True,75.0,4.99,19.99,Humble Store,3.74,3.88,4.14
洪荒西行录,0191ef8e-89a1-7158-847f-9f15afceacfb,True,,,0.0,0.0,Steam,,,
Infested Planet,018d937f-286e-7171-ab43-50732a381070,False,True,87.0,1.95,14.99,GOG,1.94,1.94,1.94
Birth,018d937f-6194-7111-a189-c706f512b67a,False,True,65.0,3.84,10.99,Steam,3.84,3.84,3.84
Clown House (Palyaço Evi),018d937f-33f7-71ee-9a33-3ff0957be2b5,True,,,0.0,0.0,Steam,,,
STAR FLEET II - Krellan Commander Version 2.0,018d937f-499e-70b5-9db3-f00250eb49a7,False,False,0.0,9.99,9.99,GOG,7.99,7.99,9.99
Sonic CD,018d937e-eff5-7328-adc5-987aeffe9d9c,,,,,,,,,
Zoop! - Hunter's Grimm,018d937f-2d54-712b-bfcc-559c89c3b454,False,True,72.0,0.55,1.99,Steam,0.55,0.55,0.55
Scrap Garden - The Day Before,018d937f-225f-7140-831e-271eec71630e,True,,,0.0,0.0,Steam,,,
Space Hack,018d937e-ffb5-72ab-9c42-fabdcbe5f0ea,False,True,80.0,0.99,4.99,Humble Store,0.18,0.99,0.99
8-Bit Armies,018d937f-1f4c-7226-8de8-4d73d8c7afe1,False,True,16.0,12.63,14.99,Fanatical,1.89,1.89,7.49
Magic 2015 - Duels of the Planeswalkers,018d937f-1b30-7112-91f4-99de9725f402,,,,,,,,,
Frostpunk 2,018d937f-53ee-71c1-9635-7035894410d7,False,True,61.0,17.74,44.99,GameBillet,17.03,17.03,17.03
Reigns,018d937f-2424-73b7-80fa-04f374b36c88,False,True,67.0,0.98,2.99,Humble Store,0.83,0.83,0.88
Robot Roller-Derby Disco Dodgeball,018d937e-f7e6-7033-970b-efa252cc2218,False,False,0.0,9.99,9.99,Fanatical,0.99,9.99,9.99
Supraland Six Inches Under,018d937f-5c5c-73a0-bb7c-7f49410ba93c,False,False,0.0,19.99,19.99,Humble Store,6.19,6.19,6.99
Session: Skate Sim,018d937f-5cfc-7172-bcac-015390601d2b,False,True,85.0,5.99,39.99,IndieGala Store,2.19,5.6,5.6
The Elder Scrolls IV: Oblivion Game of the Year Edition (2009),01965e11-4451-728c-9e90-89e3d49f5868,,,,,,,,,
Shadow of the Tomb Raider: Definitive Edition,018d937f-3a11-70d1-81cd-cac58ba1e391,False,True,86.0,5.4,39.99,GreenManGaming,3.64,3.64,4.99
Gang Beasts,018d937e-f010-709c-9351-79ca5819640c,False,True,60.0,7.99,19.99,Humble Store,6.99,7.99,7.99
Line of Sight,018d937f-3273-7018-b741-2f00269f524b,True,,,0.0,0.0,Steam,2.49,,
Mitos.is: The Game,018d937f-0fef-7019-9ab8-bfa37bfe8770,True,,,0.0,0.0,Steam,,,
"Papers, Please",018d937f-1b83-720e-b01b-745a61d426d8,False,False,0.0,9.99,9.99,Humble Store,1.99,3.39,9.99
Spiral Knights,018d937e-fd0d-70bb-885a-232e5b76a3cb,True,,,0.0,0.0,Steam,19.99,,
Monster Hunter Stories 2: Wings of Ruin,018d937f-4f20-72b7-881b-1069180352b1,False,True,69.0,12.55,39.99,GameBillet,10.38,10.38,12.35
Dungeon Defenders II,018d937f-0412-73ee-9248-7339fe49ee00,True,,,0.0,0.0,Steam,11.99,,
The Expendabros,018d937f-0f85-735e-a1c6-4918ab9cb737,True,,,0.0,0.0,Steam,3.74,,
DOOM Eternal,018d937f-08a6-7233-9599-69a9ea886bd9,False,True,78.0,8.99,39.99,Fanatical,3.99,3.99,3.99
Need for Speed Heat,018d937f-333d-73a0-b5c7-b40075c95b25,False,False,0.0,59.99,59.99,EA Store,2.99,2.99,2.99
Pummel Party,018d937f-1ac3-7331-ae4d-56b4976e5b9b,False,False,0.0,14.99,14.99,Steam,7.49,7.49,8.99
Grand Theft Auto: San Andreas,018d937e-f829-73ff-aa7f-95421948da6b,,,,,,,,,
Green Hell,018d937f-1608-721b-8ee7-f4903258fb76,False,True,86.0,3.58,24.99,GameBillet,2.49,2.49,2.49
Starfield,018d937f-6181-735a-af8a-95670cc81e27,False,True,17.0,41.49,49.99,Fanatical,35.69,35.69,36.11
Defiance,018d937f-132a-7329-8401-5c2424822fc5,,,,,,,,,
Planet Coaster,018d937e-fa3c-7148-89e9-0bc7015abc73,False,True,80.0,8.95,44.99,GameBillet,1.91,2.23,2.24
Secret in Story,018d937f-1986-7131-8b55-2e7f4a13c395,False,False,0.0,0.99,0.99,Steam,0.49,0.89,0.89
Battlefield 1,018d937e-f55e-736d-91db-2c3d2edef26a,False,False,0.0,19.99,19.99,EA Store,0.99,0.99,0.99
Call of Duty: Modern Warfare 3 (2011),018d937f-7813-727f-929e-9ca820d9e335,False,False,0.0,39.99,39.99,Microsoft Store,13.59,19.99,19.99
Beat Saber,018d937f-379f-724a-8765-26a7d382d7dc,False,False,0.0,29.99,29.99,Steam,19.99,29.99,29.99
Space Engineers,018d937f-013a-71f8-be61-b93626d4c5ac,False,True,50.0,9.99,19.99,Humble Store,4.99,4.99,9.99
METAL GEAR SOLID V: THE PHANTOM PAIN,018d937e-fa14-7020-9111-93ad90d49695,False,True,21.0,15.89,19.99,Fanatical,2.59,7.99,15.89
Operation: Harsh Doorstop,018d937f-404d-7064-a4ab-d0e4ebea4425,,,,,,,,,
Crosshair X,018d937f-498d-70e3-af5a-96129bb4ceac,False,False,0.0,9.99,9.99,Epic Game Store,1.99,2.49,3.49
No More Room in Hell,018d937f-1c8f-708e-8bd2-1fdf4f727916,True,,,0.0,0.0,Steam,,,
Middle-earth: Shadow of Mordor,018d937f-0a89-7069-a869-1ade408b2d54,,,,,,,,,
Dyson Sphere Program,018d937f-47b2-7324-b65c-302455a73d60,False,False,0.0,19.99,19.99,Steam,15.99,15.99,15.99
Tom Clancy's Ghost Recon Wildlands,018d937e-f06b-7284-bf6c-c4e440623880,False,True,82.0,9.0,49.99,GreenManGaming,4.5,4.5,9.0
No Rest for the Wicked,018d937f-03e7-720b-a743-e680c159f0c0,False,False,0.0,39.99,39.99,Steam,23.99,23.99,27.99
Dead Cells,018d937f-2b4b-72f9-ab75-bc33784a295d,False,True,58.0,10.58,24.99,GameBillet,9.13,9.95,9.95
Hearts of Iron IV,018d937f-0e35-7371-8dd8-dee17492921c,False,True,74.0,13.16,49.99,GameBillet,3.99,10.74,13.16
Doki Doki Literature Club!,018d937f-0990-729f-99f8-08da754a7173,True,,,0.0,0.0,Steam,,,
GTFO,018d937f-35f0-737f-b2ce-be4dedf644e4,False,True,73.0,12.9,47.8,Fanatical,11.69,11.69,11.69
Hacknet,018d937f-3481-73f3-b3e1-06dea061931f,False,True,85.0,1.49,9.99,Humble Store,0.79,1.49,1.49
Forza Horizon 5,018d937f-51cf-71a2-8359-bde443177de4,False,False,0.0,59.99,59.99,Steam,29.99,29.99,29.99
Cry of Fear,018d937f-3499-733c-b9c8-e52574549831,True,,,0.0,0.0,Steam,,,
The Witcher 2: Assassins of Kings Enhanced Edition,018d937e-f524-7384-a34a-0a765b70ff42,False,True,85.0,2.99,19.99,Humble Store,1.75,2.99,2.99
Helltaker,018d937f-420c-71ca-8de1-a1396d260658,True,,,0.0,0.0,Steam,,,
Far Cry,018d937f-1907-72cf-8690-c574012a635d,False,True,73.0,2.7,9.99,GreenManGaming,1.99,2.19,2.19
Teardown,018d937f-399b-70c0-ad47-0d9a89523190,False,False,0.0,29.99,29.99,Steam,12.74,12.75,14.99
Little Nightmares,018d937f-0c86-70e9-9298-ddf197875e33,False,True,78.0,4.41,19.99,GameBillet,2.99,2.99,2.99
Ori and the Blind Forest,018d937f-20fc-70b0-a991-ef52f6e70bd4,,,,,,,,,
The Binding of Isaac: Rebirth,018d937f-09ae-70b2-8269-996df377eeea,False,False,0.0,14.99,14.99,GOG,2.99,7.49,8.99
Devil May Cry 5,018d937e-ff96-704e-bf28-c5b45589e24c,,,,,,,,,
Football Manager 2017,018d937e-f8e3-7099-9aed-3c112cb925e6,,,,,,,,,
America's Army: Proving Grounds,018d937f-1573-7341-a4b1-81e7bb1709d7,True,,,0.0,0.0,Steam,,,
Party Jousting,018d937f-2d86-728d-b4ac-c6b13b2210aa,True,,,0.0,0.0,Steam,,,
Left 4 Dead,018d937f-27e3-71d8-bdef-4a8f482e6bb7,False,False,0.0,9.99,9.99,Steam,0.99,0.99,1.99
Divide By Sheep,018d937f-03a0-714b-96c5-e71861e7bfa1,False,True,80.0,0.99,4.99,Humble Store,0.49,0.99,0.99
Resident Evil 2,018d937f-0e9d-7249-929a-f288c12eafbb,,,,,,,,,
Stories: The Path of Destinies,018d937e-fa1e-7020-94cb-8e93b669a44e,False,True,80.0,2.99,14.99,WinGameStore,1.34,2.99,2.99
Z1 Battle Royale: Test Server,018d937f-1e9e-71c3-8b7c-459d7adf609a,True,,,0.0,0.0,Steam,,,
EA SPORTS FIFA 23,018d937f-6334-70fc-a98b-5115adf61768,,,,,,,,,
Far Cry 4,018d937e-e9e5-72fa-a1dc-e7e0859183b6,False,True,82.0,5.4,29.99,GreenManGaming,3.96,3.96,5.4
Pathfinder: Kingmaker — Enhanced Plus Edition,018d937f-465e-7046-979b-9f8c0358dbe4,False,True,82.0,3.59,19.99,Steam,2.79,2.99,2.99
RISK: Global Domination,018d937f-0c6b-718f-a1f9-3642f31ad1b3,True,,,0.0,0.0,Steam,19.99,,
Skullgirls 2nd Encore,018d937f-4cee-7015-9ee2-902b3645522f,False,True,75.0,6.24,24.99,Steam,0.79,2.49,2.49
Assassin's Creed Odyssey,018d937f-0184-7248-8d64-3c723c523111,False,True,82.0,10.8,59.99,GreenManGaming,5.99,7.92,10.8
Prison Architect,018d937f-03bd-71c2-b2ed-2d640f658e89,False,True,78.0,6.56,29.99,GameBillet,2.14,2.99,6.56
Insurgency: Sandstorm,018d937f-2f29-7309-915c-f4b3603fb866,False,True,75.0,7.49,29.99,Steam,7.45,7.45,7.45
Kingdom Come: Deliverance II,018ef26b-9580-704e-a69c-edeee70cfea5,False,True,55.0,27.19,59.99,AllYouPlay,25.79,25.79,25.79
The Long Dark,018d937f-1073-726a-978d-52c0ba637dec,False,False,0.0,19.99,19.99,GOG,3.49,3.49,3.49
Call of Duty 2,018d937f-0393-722e-83ec-3e52af740cf4,False,True,10.0,17.99,19.99,GamesPlanet US,4.79,9.99,9.99
Red Dead Online,018d937f-49f9-7073-b820-77374e1db39a,False,True,50.0,9.99,19.99,Humble Store,1.24,9.99,9.99
F1 2015,018d937f-05ca-7157-8d2f-6cf3aa7e977d,,,,,,,,,
Friday the 13th: The Game,018d937f-1c4d-71a3-bd58-384eebddf21f,,,,,,,,,
Balatro,018d937f-700e-7161-9c8d-5423af1b7c99,False,True,28.0,10.74,14.99,GameBillet,10.34,10.45,10.45
SCUM,018d937f-248e-70a7-a4eb-5dd871d00cbb,False,True,63.0,16.64,44.99,Fanatical,13.39,13.49,13.49
Dragon's Dogma: Dark Arisen,018d937f-2459-7030-a3cd-77a8f13b87e9,False,True,87.0,4.0,29.99,GameBillet,2.98,3.39,4.0
Half-Life 2: Episode One,018d937f-088b-7364-941d-be6b308787b1,,,,,,,,,
The Evil Within,018d937f-0e04-738c-8409-517f4a4c8ad3,False,True,78.0,4.49,19.99,Fanatical,2.55,4.25,4.29
Resident Evil 3,018d937f-3cd7-718f-bf63-190fd7499310,,,,,,,,,
Minimalism,018d937f-174f-70a5-ad4f-722dc8defcc9,False,False,0.0,0.99,0.99,Steam,0.28,0.49,0.49
Half-Life Deathmatch: Source,018d937f-0e87-7141-b3c6-3cdbe97a7dc0,,,,,,,,,
Darksiders,018d937f-170b-72dd-b08f-99f8b2a0e67e,,,,,,,,,
ARK: Survival Ascended,018d937f-7682-727c-91e4-4abbc012b5bb,False,True,75.0,11.24,44.99,Steam,11.24,11.24,11.24
Stumble Guys,018d937f-576f-724a-aaf9-1294521dc9c7,True,,,0.0,0.0,Steam,3.99,,
MONSTER HUNTER RISE,018d937f-4cef-73ec-ad65-759f7ae219ea,False,True,83.0,6.75,39.99,GameBillet,5.59,5.59,6.55
Batman: Arkham Origins,018d937f-1161-71bd-a3ba-b5f30a4b963b,False,True,83.0,3.45,19.99,GameBillet,1.41,2.94,3.16
POSTAL,018d937f-24a5-719c-aaf0-4988ad4bb157,False,False,0.0,0.0,0.0,Steam,0.49,1.99,1.99
Total War: WARHAMMER III,018d937f-4b6c-713b-90ce-2a4a62881469,False,True,87.0,8.06,59.99,GameBillet,8.06,8.06,8.06
Jotun: Valhalla Edition,018d937f-0c9c-71fa-9913-317ba96abe47,False,True,90.0,1.49,14.99,IndieGala Store,1.49,1.49,1.49
DRAGON BALL FighterZ,018d937f-08a9-708d-82a7-e763d3c936c4,False,True,86.0,8.3,59.99,GameBillet,4.46,7.93,8.3
Tribes of Midgard,018d937f-3288-73f7-89fe-67708b76bdaa,False,True,75.0,4.95,19.99,GameBillet,3.79,3.79,3.8
Call of Duty: Black Ops,018d937f-0a75-730b-942e-d7cc44219c58,False,False,0.0,39.99,39.99,Steam,7.84,19.99,19.99
STAR WARS Knights of the Old Republic,018d937e-f856-715d-b4d3-7bc2706ddf8b,False,True,75.0,2.49,9.99,Fanatical,1.0,1.29,1.49
Cult of the Lamb,018d937f-5ccf-7344-a579-d8feb6ba83cf,False,True,50.0,12.49,24.99,Humble Store,9.99,9.99,11.12
Titanfall 2,018d937f-15aa-73a5-83db-32c7fb61d2a4,False,False,0.0,19.99,19.99,EA Store,1.99,2.39,2.39
Eternal Return,018d937f-1f66-70ef-9f3e-5447af7884bb,False,False,0.0,9.99,9.99,Steam,4.99,4.99,4.99
World War 3,018d937e-f807-720d-90f2-180e406d3f4c,True,,,0.0,0.0,Steam,10.49,,
Detroit: Become Human,018d937e-f0ad-7094-b86c-d8fb32a1e6b4,False,True,86.0,5.6,39.99,Fortuna Digital,3.64,3.64,3.99
Alien Swarm,018d937e-fda6-709d-8a00-1bf62e51d276,True,,,0.0,0.0,Steam,,,
Wolfenstein: Youngblood,018d937f-1f0a-73a6-a3aa-b86195218c5b,False,True,78.0,4.49,19.99,Fanatical,3.27,4.25,4.29
ROUNDS,018d937f-4eab-73e6-aa83-59ca0ca646ce,False,True,50.0,2.99,5.99,Humble Store,2.37,2.38,2.38
Broforce,018d937e-f9b2-7041-8bee-10da4c1a60df,False,True,80.0,2.99,14.99,Humble Store,2.52,2.52,2.67
Portal 2,018d937f-21e1-728e-86d7-9acb3c59f2bb,False,False,0.0,9.99,9.99,Steam,0.99,1.99,1.99
Banished,018d937e-efec-70a4-b072-4f0bc3ee15a2,False,False,0.0,19.99,19.99,Humble Store,4.99,6.79,6.79
A Way Out,018d937f-2077-7336-b125-3cd9641887eb,False,True,70.0,8.99,29.99,Epic Game Store,2.39,2.99,2.99
Kingdom Come: Deliverance,018d937e-ffaf-736e-9842-0215c4cbf061,False,True,80.0,5.99,29.99,Humble Store,2.99,5.99,5.99
Halo: The Master Chief Collection,018d937f-1155-7183-9b7b-f4f3f65b7b11,False,True,13.0,34.99,39.99,Newegg,9.99,9.99,9.99
Getting Over It with Bennett Foddy,018d937e-fcfb-7291-bf00-f651841d24d4,False,False,0.0,7.99,7.99,Humble Store,1.59,1.59,1.59
Age of Empires II (Retired),018d9573-4112-72e4-95af-e89702c3e8c0,,,,,,,,,
Totally Accurate Battle Simulator,018d937f-176a-706a-933d-14eaa8dac5c2,False,True,66.0,6.79,19.99,Humble Store,1.99,1.99,1.99
Spellbreak,018d937f-1020-70c9-80d3-4f52863f0fe1,,,,,,,,,
War Robots,018d937f-11c0-72ea-9650-574932a47982,True,,,0.0,0.0,Steam,,,
BioShock Infinite,018d937e-f877-71b3-aba5-8ff11818cd0b,False,True,90.0,2.99,29.99,Newegg,2.98,2.98,2.98
American Truck Simulator,018d937e-ffc6-7240-84fa-dc653171dc0f,False,True,75.0,4.99,19.99,Steam,1.99,4.99,4.99
Business Tour - Board Game with Online Multiplayer,018d937f-1577-721a-8dd2-e48134e05005,True,,,0.0,0.0,Steam,20.09,,
SoulWorker - Anime Action MMO,018d937f-0161-72c7-bc8f-e62095fef44b,,,,,,,,,
L.A. Noire,018d937f-299c-729c-bc8c-2c990e341c01,False,True,70.0,5.99,19.99,Humble Store,2.33,5.99,5.99
Black Desert,018d937e-f4b9-7080-816b-cf6e33e64534,False,False,0.0,9.99,9.99,Humble Store,0.99,0.99,0.99
Soundpad,018d937e-ff9d-7249-9e32-2c437d6c2877,False,False,0.0,4.99,4.99,Steam,3.99,3.99,3.99
Mount & Blade: Warband,018d937f-0fac-70da-a569-2ef9e5a19558,False,True,16.0,16.79,19.99,GameBillet,1.29,3.81,4.99
Supermarket Together,0190c007-5857-7018-882b-c0c7398dc439,True,,,0.0,0.0,Steam,,,
NBA 2K20,018d937e-f840-7073-871c-bd42fd7d4bdf,,,,,,,,,
NieR:Automata,018d937f-07da-73f9-9dcd-3bba58ac3ff4,,,,,,,,,
Tomb Raider Game of the Year,018d937f-1724-70a8-a832-bb3eda91cbb6,,,,,,,,,
Crusader Kings III,018d937f-3a2c-706d-9bc5-6eb0d04e3857,False,True,17.0,41.47,49.99,GameBillet,12.6,12.6,13.16
Kathy Rain,018d937f-1cd5-7291-b6b7-afc2fd0b9f73,False,True,90.0,1.49,14.99,Humble Store,0.99,0.99,0.99
Monaco: What's Yours Is Mine,018d937e-f483-7204-a468-fb5b3b804749,False,True,90.0,1.49,14.99,Humble Store,1.34,1.49,1.49
Hell Let Loose,018d937f-363d-73f6-9f34-6056264e3ee0,False,True,75.0,12.49,49.99,Microsoft Store,9.71,12.45,12.45
Crucible Beta,018d937f-43e6-73fd-8893-a3267ff20750,,,,,,,,,
METAL GEAR RISING: REVENGEANCE,018d937f-1add-71a2-bfee-94605533db7a,False,True,20.0,23.89,29.99,Fanatical,2.86,10.83,19.29
Half-Life 2: Episode Two,018d937f-33d5-73be-87f4-56da2c86efa5,,,,,,,,,
Albion Online,018d937f-27ca-7000-8447-68de412e1bd1,True,,,0.0,0.0,Nuuvem,19.76,,
FINAL FANTASY XV WINDOWS EDITION,018d937f-228e-7233-9b1b-1389c0b3a1e3,False,True,10.0,44.99,49.99,Newegg,13.99,13.99,13.99
House Flipper,018d937e-ff20-72da-a7b2-c8c733010e96,False,True,90.0,2.49,24.99,Steam,2.14,2.14,2.49
BeamNG.drive,018d937f-153a-7291-844e-c16227dc2dbe,False,False,0.0,24.99,24.99,Humble Store,16.74,19.99,19.99
Life is Strange: Before the Storm,018d937f-1198-7205-90f5-28d962d4c345,False,False,0.0,16.99,16.99,GreenManGaming,2.79,16.99,16.99
Mafia II: Definitive Edition,018d937f-4292-724a-a13a-1f1da1e0ad6c,False,True,83.0,5.24,29.99,Fanatical,3.75,4.49,5.2
Borderlands Game of the Year,018d937f-1d1f-73fa-9019-5296f63a702f,,,,,,,,,
A Dance of Fire and Ice,018d937f-2861-7301-8c3f-a612e8d22543,False,True,20.0,4.79,5.99,Steam,1.99,4.79,4.79
Far Cry 3,018d937e-e9db-717a-baeb-62a6513d146c,False,True,77.0,4.5,19.99,GreenManGaming,2.5,3.52,4.5
Slime Rancher,018d937f-2dc7-7313-be22-b5404d99a6c4,False,True,79.0,4.28,19.99,GameBillet,1.99,1.99,4.23
"Warhammer 40,000: Darktide",018d937f-4443-7255-babb-a2a154f84dd0,False,True,78.0,8.95,39.99,GameBillet,8.04,8.04,8.06
KurtzPel,018d937f-2086-7394-a37b-bd112d4d53a5,True,,,0.0,0.0,Steam,,,
Middle-earth: Shadow of War,018d937e-f835-710c-b95b-928e2f1d4da8,False,True,92.0,4.2,49.99,GameBillet,2.49,3.86,3.96
Assassin’s Creed IV Black Flag,018d937f-0602-72cd-b27e-1beaec4b9f6f,,,,,,,,,
V Rising,018d937f-502d-707c-b964-11cd6990ba4f,False,True,61.0,13.79,34.99,GameBillet,7.89,7.89,7.89
The Outlast Trials,018d937f-4385-73cd-abfc-dc95e5e04166,False,True,70.0,11.99,39.99,Humble Store,11.99,11.99,11.99
POSTAL 2,018d937f-1256-71b1-a55b-4e0d94c9a912,False,True,90.0,0.99,9.99,Humble Store,0.74,0.84,0.9
Elite Dangerous,018d937f-20dd-718c-b020-9b3b478a9a6c,False,True,75.0,5.06,19.99,GameBillet,1.88,1.88,4.95
One-armed robber,018d937f-745a-7119-870c-350fad80b5a5,True,,,0.0,0.0,Steam,,,
Disco Elysium - The Final Cut,018d937f-51f4-727c-95c0-ba550d156c86,False,True,75.0,9.99,39.99,Humble Store,3.59,3.59,7.95
